0.00000000	0.00000000	0.32586482	0.03863287	0.11616340	0.30632851	-0.28460789	0.18619135	0.37559843	-0.35493797	0.10889992	0.00000000	-0.03862803	-0.11616130	0.34540042	-0.39802581	0.01689957	0.39180070	-0.32733893	0.05520982	0.00816742	0.06132172	0.00737126	0.54245228	0.03195413	0.02336717	0.79612380	-0.00471970	0.05825466	0.86720061	0.00195554	0.03566456	0.97390997	-0.02752290	-0.06547934	0.73118508	-0.20240608	-0.07275221	0.51886034	-0.28797707	0.11296666	0.48479694	0.09456061	0.12196448	0.72752738	-0.02280715	0.25113440	0.49534050	-0.26935074	0.22696866	0.45486277
0.00000000	0.00000000	0.32851020	0.03824397	0.11376333	0.30881220	-0.28013131	0.18028070	0.37520999	-0.35149673	0.10351472	0.00000000	-0.03823918	-0.11376151	0.34820777	-0.39449778	0.01131028	0.39532182	-0.32430053	0.03631598	0.00975633	0.05984599	0.00835848	0.54393542	0.03238554	0.02583361	0.79771018	-0.00471171	0.05958086	0.86651742	0.00196550	0.03920949	0.97171342	-0.02804617	-0.06160048	0.73388124	-0.19954196	-0.07052816	0.52379411	-0.28567266	0.11347674	0.48987907	0.09608840	0.12235171	0.72855878	-0.02111354	0.25008422	0.49652302	-0.26994956	0.22194624	0.45686531
0.00000000	0.00000000	0.33167267	0.03786221	0.11289515	0.31236768	-0.28031123	0.17479606	0.37669140	-0.34838820	0.09492698	0.00000000	-0.03785752	-0.11289342	0.35097751	-0.39378697	0.01001130	0.39746058	-0.32151458	0.01771748	0.01596290	0.05953781	0.00892623	0.54621410	0.03438985	0.03031442	0.80015075	-0.00321105	0.06329924	0.86821759	0.00567548	0.04366666	0.97445697	-0.02550957	-0.05695182	0.73843396	-0.20396310	-0.05840269	0.52331769	-0.28324872	0.11799827	0.49607939	0.09660347	0.12459108	0.72933358	-0.02025381	0.24999306	0.49767616	-0.26907259	0.21801981	0.45856696
0.00000000	0.00000000	0.33810240	0.03747618	0.11103670	0.31828433	-0.28230298	0.17200425	0.38125923	-0.34591579	0.08993664	0.00000000	-0.03747163	-0.11103535	0.35792062	-0.38819969	0.01106795	0.40407327	-0.32190979	0.01924822	0.01330021	0.05987843	0.00981520	0.55301118	0.03601355	0.03145492	0.80729294	-0.00232509	0.06506366	0.87662905	0.00646760	0.04536629	0.98486632	-0.02524730	-0.05557415	0.74512947	-0.20360950	-0.05466466	0.53111470	-0.27948087	0.12049648	0.50975889	0.09796323	0.12663832	0.73455310	-0.01936398	0.24801095	0.50308180	-0.26964650	0.21745443	0.46371505
0.00000000	0.00000000	0.34358108	0.03644633	0.11064278	0.32232285	-0.28388816	0.17300902	0.38332790	-0.33727416	0.09175636	0.00000000	-0.03644193	-0.11064154	0.36483955	-0.38748756	0.01423719	0.40500382	-0.31937882	0.01392961	0.01791739	0.05874692	0.01138659	0.55869401	0.03666498	0.03725770	0.81330812	-0.00151280	0.07032806	0.88449484	0.00888946	0.05125463	0.99455643	-0.02392434	-0.04988495	0.75232583	-0.20283878	-0.04394862	0.53769946	-0.27694118	0.12966460	0.52039647	0.09597208	0.13150200	0.73875695	-0.02206652	0.24559473	0.50749272	-0.26592448	0.21705681	0.47079277
0.00000000	0.00000000	0.34583321	0.03633002	0.10893419	0.32260522	-0.28312123	0.17547026	0.38688636	-0.33034062	0.09117086	0.00000000	-0.03632562	-0.10893314	0.36906165	-0.38165236	0.01671062	0.40727484	-0.31897205	0.02184200	0.01270235	0.05963910	0.01438187	0.56240237	0.03804609	0.04605958	0.81657255	-0.00062364	0.07819927	0.88954663	0.00949926	0.05821282	1.00143790	-0.02212394	-0.04094705	0.75716150	-0.19968753	-0.04199009	0.54467022	-0.27461961	0.13782778	0.52782929	0.09721860	0.13897762	0.73937863	-0.02114412	0.24395260	0.50631100	-0.26307651	0.21896362	0.47470179
0.00000000	0.00000000	0.34345496	0.03615232	0.10758047	0.31985760	-0.28153640	0.17960212	0.38596559	-0.32303777	0.09715697	0.00000000	-0.03614788	-0.10757958	0.36705297	-0.37805548	0.01016325	0.40181136	-0.31921899	0.02334985	0.01048356	0.05895201	0.01609360	0.56004322	0.03861449	0.05132693	0.81374073	0.00113717	0.08295012	0.88737273	0.01082507	0.06078953	1.00014389	-0.02167908	-0.03420031	0.75367439	-0.20461091	-0.03172839	0.54010326	-0.27490515	0.14155589	0.52356666	0.09712863	0.14126781	0.73537266	-0.02234273	0.24095103	0.50291407	-0.25957245	0.21907203	0.47201920
0.00000000	0.00000000	0.33979475	0.03583731	0.10855731	0.31663683	-0.28756446	0.18159175	0.38668710	-0.32870436	0.10196015	0.00000000	-0.03583318	-0.10855652	0.36295336	-0.37856153	0.01010140	0.39937171	-0.32675332	0.01512492	0.00747794	0.06121532	0.01567003	0.55733716	0.03943172	0.05143189	0.81164742	0.00133896	0.08568460	0.88676780	0.01100956	0.06049347	0.99973381	-0.02178138	-0.03620875	0.75216269	-0.20071959	-0.03468403	0.54154432	-0.27933693	0.14571223	0.52186495	0.09892939	0.14356080	0.73193836	-0.02555287	0.24042223	0.49771661	-0.26585084	0.21661057	0.46586704
0.00000000	0.00000000	0.33384207	0.03580295	0.10918216	0.31203786	-0.28999263	0.18579227	0.38735905	-0.33271784	0.10886100	0.00000000	-0.03579918	-0.10918131	0.35564685	-0.37737280	0.01432034	0.39882982	-0.33102041	0.00639641	0.00748774	0.06423107	0.01425569	0.55119592	0.04131153	0.04999897	0.80576658	0.00293060	0.08539659	0.88103414	0.01459240	0.05834466	0.99390686	-0.02033456	-0.03919604	0.74391806	-0.20779537	-0.03052661	0.52863926	-0.28099871	0.14673018	0.51385570	0.10013199	0.14245766	0.72562742	-0.02840707	0.24201640	0.49030563	-0.26970026	0.21321601	0.45480052
0.00000000	0.00000000	0.32986087	0.03550854	0.10972782	0.30825153	-0.29264861	0.18753454	0.38986722	-0.33823353	0.11209786	0.00000000	-0.03550470	-0.10972704	0.35147053	-0.37536669	0.01706268	0.39594194	-0.33497846	0.00201795	0.00333476	0.06472252	0.01303254	0.54710317	0.04065100	0.04767597	0.80188882	0.00215404	0.08553261	0.87765867	0.01490802	0.05675071	0.98925495	-0.02220380	-0.04348597	0.73933947	-0.20210235	-0.03839169	0.52584076	-0.28469932	0.14303270	0.50863975	0.09996384	0.14226466	0.72101140	-0.03022122	0.24151471	0.48393846	-0.27251017	0.21053463	0.44704694
